,0,1,2
4677,415,811,4
4678,108,210,5
4679,637,160,4
4680,268,413,3
4681,576,173,5
4682,643,275,4
4683,378,87,4
4684,404,1017,1
4685,757,176,5
4686,200,659,3
4687,306,49,5
4688,275,767,3
4689,372,228,4
4690,503,461,4
4691,375,300,3
4692,404,1109,1
4693,6,673,2
4694,207,661,4
4695,172,677,3
4696,644,201,3
4697,314,769,3
4698,496,568,2
4699,505,714,2
4700,532,381,1
4701,312,1469,1
4702,803,158,4
4703,795,760,3
4704,395,99,2
4705,422,923,4
4706,772,238,4
4707,693,192,4
4708,537,527,5
4709,586,348,3
4710,772,1366,5
4711,566,478,5
4712,763,150,4
4713,838,128,4
4714,77,410,4
4715,536,854,3
4716,486,293,4
4717,275,428,5
4718,915,1009,4
4719,307,181,5
4720,137,146,4
4721,633,8,5
4722,57,479,3
4723,392,322,2
4724,864,404,2
4725,125,689,3
4726,824,405,2
4727,654,812,3
4728,186,432,4
4729,129,229,3
4730,215,215,4
4731,261,418,3
4732,93,365,3
4733,150,124,4
4734,898,469,4
4735,697,485,4
4736,813,6,4
4737,143,955,4
4738,116,281,5
4739,541,450,3
4740,822,217,4
4741,292,257,3
4742,59,204,4
4743,538,480,4
4744,206,179,3
4745,116,595,3
4746,121,238,4
4747,531,99,5
4748,448,557,4
4749,517,618,4
4750,396,512,5
4751,456,24,4
4752,592,182,4
4753,193,714,3
4754,654,358,3
4755,666,233,2
4756,274,469,3
4757,298,173,4
4758,750,130,5
4759,91,290,4
4760,197,580,3
4761,879,1414,2
4762,642,480,4
4763,197,215,4
4764,785,182,4
4765,222,818,3
4766,845,30,4
4767,657,0,4
4768,863,475,2
4769,405,442,4
4770,456,251,4
4771,747,82,3
4772,523,540,1
4773,359,954,5
4774,749,357,3
4775,503,224,4
4776,307,152,5
4777,486,299,5
4778,129,23,5
4779,607,293,3
4780,109,1205,3
4781,526,152,5
4782,707,595,4
4783,574,193,4
4784,379,221,3
4785,481,297,4
4786,59,137,2
4787,400,603,4
4788,310,184,2
4789,418,256,4
4790,707,886,2
4791,0,168,5
4792,200,259,4
4793,180,1356,1
4794,216,384,2
4795,542,217,3
4796,447,332,2
4797,392,643,3
4798,864,417,1
4799,86,191,3
4800,293,875,3
4801,278,121,1
4802,412,507,4
4803,505,409,2
4804,560,468,4
4805,590,85,5
4806,879,116,4
4807,61,215,4
4808,86,1040,4
4809,428,177,4
4810,436,110,3
4811,763,172,3
4812,459,590,2
4813,200,971,3
4814,453,99,4
4815,434,264,3
4816,487,519,4
4817,269,1118,5
4818,312,419,5
4819,801,200,4
4820,703,172,4
4821,252,233,4
4822,292,222,4
4823,536,344,4
4824,96,182,5
4825,94,134,3
4826,503,233,3
4827,415,96,5
4828,290,173,5
4829,496,227,3
4830,129,221,4
4831,186,85,4
4832,519,897,5
4833,9,333,4
4834,832,655,4
4835,871,894,5
4836,310,1034,4
4837,647,109,3
4838,180,318,3
4839,845,379,3
4840,232,56,5
4841,75,1157,4
4842,253,163,4
4843,608,313,1
4844,457,179,4
4845,853,1027,2
4846,591,46,5
4847,213,895,4
4848,670,567,5
4849,58,734,5
4850,267,231,3
4851,292,22,4
4852,559,863,3
4853,14,930,1
4854,143,179,4
4855,52,180,4
4856,522,661,4
4857,84,791,4
4858,353,663,5
4859,555,323,4
4860,748,624,3
4861,389,299,5
4862,503,1117,3
4863,710,565,2
4864,654,1193,5
4865,783,302,4
4866,804,105,5
4867,395,545,4
4868,753,936,4
4869,456,78,5
4870,43,754,3
4871,664,238,3
4872,302,800,1
4873,1,284,5
4874,698,879,3
4875,732,741,3
4876,228,259,1
4877,654,175,2
4878,101,985,1
4879,289,418,4
4880,388,198,5
4881,641,1062,3
4882,428,230,2
4883,681,7,3
4884,436,173,5
4885,895,709,4
4886,285,1264,5
4887,918,199,4
4888,598,844,5
4889,119,14,4
4890,853,120,1
4891,278,1177,4
4892,421,97,5
4893,24,221,4
4894,12,874,1
4895,932,21,5
4896,632,97,4
4897,94,181,2
4898,646,553,4
4899,507,221,3
4900,880,167,3
4901,547,1024,4
4902,89,514,5
4903,193,711,3
4904,404,11,5
4905,654,30,3
4906,346,292,5
4907,425,526,3
4908,877,63,5
4909,27,142,4
4910,312,747,3
4911,86,62,4
4912,739,327,3
4913,261,432,4
4914,281,301,5
4915,657,509,3
4916,532,190,4
4917,377,156,3
4918,421,306,4
4919,123,495,1
4920,263,203,5
4921,75,627,2
4922,468,64,4
4923,867,177,5
4924,6,503,5
4925,120,427,5
4926,311,184,5
4927,449,811,4
4928,373,933,3
4929,340,1024,5
4930,298,434,3
4931,255,150,5
4932,804,3,2
4933,566,189,4
4934,100,283,4
4935,698,976,2
4936,718,426,4
4937,351,656,4
4938,75,1156,1
4939,449,179,4
4940,786,301,3
4941,658,658,3
4942,176,301,4
4943,267,55,4
4944,193,365,2
4945,183,126,5
4946,184,85,5
4947,311,168,5
4948,202,470,4
4949,297,704,4
4950,275,1169,4
4951,536,230,3
4952,797,1508,3
4953,255,470,5
4954,188,132,5
4955,643,987,4
4956,468,483,5
4957,189,894,3
4958,875,237,4
4959,209,483,4
4960,325,473,5
4961,27,443,3
4962,825,100,5
4963,893,1149,4
4964,212,257,4
4965,234,197,3
4966,569,885,2
4967,714,158,3
4968,933,656,3
4969,344,979,4
4970,307,193,5
4971,436,419,3
4972,415,958,5
4973,560,587,2
4974,901,78,5
4975,428,507,4
4976,302,71,3
4977,61,1027,1
4978,891,581,3
4979,467,1069,5
4980,58,2,4
4981,795,715,3
4982,883,145,3
4983,733,484,5
4984,6,667,4
4985,654,1406,2
4986,452,156,4
4987,864,70,1
4988,197,183,3
4989,380,913,1
4990,662,657,4
4991,920,184,3
4992,34,242,2
4993,592,723,3
4994,494,160,4
4995,755,154,4
4996,463,300,4
4997,900,1604,5
4998,552,654,4
4999,27,200,3
5000,144,119,2
5001,594,1133,5
5002,406,222,4
5003,781,893,2
5004,9,706,5
5005,616,52,1
5006,183,1007,4
5007,456,182,5
5008,56,830,1
5009,839,605,4
5010,885,725,1
5011,616,581,4
5012,248,475,3
5013,298,23,3
5014,584,13,4
5015,312,447,3
5016,291,1013,3
5017,550,240,4
5018,98,27,3
5019,802,687,1
5020,419,274,5
5021,199,303,5
5022,732,1046,2
5023,697,274,4
5024,270,440,3
5025,43,132,4
5026,478,134,4
5027,681,822,2
5028,278,190,3
5029,310,364,4
5030,869,316,4
5031,654,1318,3
5032,152,356,5
5033,91,277,3
5034,311,428,5
5035,109,584,2
5036,915,474,4
5037,475,3,4
5038,137,14,4
5039,552,177,5
5040,715,3,2
5041,56,14,4
5042,783,314,4
5043,42,1052,3
5044,544,540,4
5045,915,72,3
5046,600,275,4
5047,115,871,3
5048,700,254,3
5049,723,330,3
5050,146,291,5
5051,192,236,4
5052,311,155,3
5053,29,81,4
5054,290,235,4
5055,278,1493,1
5056,81,309,4
5057,607,286,3
5058,1,293,1
5059,885,818,4
5060,486,1219,4
5061,543,309,2
5062,344,973,3
5063,900,565,5
5064,542,701,2
5065,536,55,5
5066,263,193,5
5067,654,871,3
5068,384,495,2
5069,391,10,4
5070,587,416,5
5071,607,728,4
5072,870,936,3
5073,6,28,3
5074,398,412,2
5075,221,755,4
5076,180,881,1
5077,307,287,4
5078,140,294,5
5079,17,193,3
5080,538,44,4
5081,825,28,3
5082,193,72,3
5083,654,1160,3
5084,331,627,4
5085,274,257,3
5086,372,1078,4
5087,293,287,5
5088,681,157,2
5089,206,1114,2
5090,558,549,4
5091,344,244,2
5092,718,288,2
5093,896,94,3
5094,585,779,4
5095,253,228,4
5096,625,301,4
5097,896,64,4
5098,298,88,5
5099,384,485,2
5100,428,78,4
5101,377,247,3
5102,387,681,4
5103,531,575,5
5104,302,229,3
5105,611,475,3
5106,448,752,5
5107,129,471,4
5108,859,256,3
5109,638,922,4
5110,845,214,5
5111,773,671,1
5112,353,628,3
5113,221,1028,1
5114,805,168,5
5115,187,180,3
5116,58,708,5
5117,547,217,4
5118,290,81,4
5119,5,483,5
5120,631,287,3
5121,424,199,4
5122,756,68,3
5123,457,274,5
5124,81,1058,1
5125,922,180,5
5126,178,749,1
5127,326,189,4
5128,889,171,5
5129,101,321,3
5130,762,132,3
5131,307,20,3
5132,230,49,4
5133,35,268,3
5134,328,80,2
5135,378,201,5
5136,15,301,5
5137,189,741,3
5138,329,69,4
5139,715,185,3
5140,643,596,4
5141,326,332,2
5142,647,68,1
5143,239,306,4
5144,173,69,5
5145,654,1394,3
5146,786,689,5
5147,781,1377,2
5148,197,229,3
5149,713,280,3
5150,617,484,3
5151,607,162,1
5152,51,1085,4
5153,279,127,3
5154,804,233,5
5155,744,63,5
5156,814,470,2
5157,879,362,4
5158,589,1008,3
5159,0,194,5
5160,516,327,3
5161,275,553,2
5162,747,846,4
5163,430,268,3
5164,881,204,5
5165,594,596,2
5166,456,691,4
5167,94,415,4
5168,446,277,3
5169,484,318,3
5170,192,552,4
5171,806,596,4
5172,544,221,4
5173,266,404,3
5174,283,905,3
5175,122,426,3
5176,644,615,3
5177,642,196,4
5178,456,167,5
5179,805,179,4
5180,273,1059,4
5181,180,472,2
5182,157,119,1
5183,706,9,5
5184,853,150,4
5185,89,154,5
5186,434,817,2
5187,669,198,4
5188,845,138,2
5189,453,938,2
5190,88,234,5
5191,891,98,3
5192,312,236,2
5193,436,184,5
5194,428,182,4
5195,896,545,4
5196,206,238,3
5197,180,1009,1
5198,300,122,4
5199,461,236,5
5200,715,384,1
5201,536,889,1
5202,750,602,4
5203,280,337,2
5204,803,62,4
5205,619,422,5
5206,314,222,5
5207,917,791,3
5208,646,69,3
5209,248,175,4
5210,302,236,5
5211,720,68,4
5212,641,467,3
5213,279,225,3
5214,261,95,4
5215,777,567,3
5216,787,1111,3
5217,229,495,5
5218,715,865,3
5219,64,46,2
5220,193,514,4
5221,144,1027,5
5222,756,229,4
5223,505,691,4
5224,585,357,4
5225,39,342,1
5226,900,19,1
5227,64,184,4
5228,346,163,3
5229,326,263,2
5230,193,229,1
5231,846,179,2
5232,285,883,5
5233,415,974,2
5234,526,173,4
5235,662,272,4
5236,161,507,5
5237,895,422,3
5238,747,227,3
5239,920,602,3
5240,550,1438,5
5241,428,1078,2
5242,935,357,4
5243,915,630,4
5244,660,748,2
5245,629,974,4
5246,37,401,5
5247,880,196,3
5248,629,594,5
5249,485,923,3
5250,164,126,4
5251,541,70,3
5252,270,706,4
5253,302,285,5
5254,803,207,5
5255,668,186,5
5256,41,784,4
5257,743,275,4
5258,221,92,2
5259,553,727,3
5260,893,751,3
5261,926,287,5
5262,294,51,5
5263,478,167,5
5264,331,695,3
5265,757,238,3
5266,0,256,4
5267,12,392,3
5268,296,431,4
5269,584,1318,2
5270,814,448,2
5271,525,749,4
5272,176,650,3
5273,377,66,2
5274,416,82,5
5275,755,422,3
5276,644,663,4
5277,633,236,5
5278,710,1189,3
5279,504,659,3
5280,292,256,2
5281,164,287,2
5282,6,434,5
5283,715,442,4
5284,708,840,4
5285,428,25,3
5286,384,523,5
5287,100,256,4
5288,292,32,2
5289,310,233,4
5290,393,229,3
5291,326,84,2
5292,488,244,3
5293,866,95,5
5294,200,24,3
5295,294,10,4
5296,861,116,5
5297,891,49,5
5298,233,617,3
5299,339,214,5
5300,120,120,2
5301,487,317,4
5302,525,272,2
5303,552,473,5
5304,879,216,4
5305,91,833,1
5306,773,560,1
5307,175,267,5
5308,9,482,5
5309,534,58,3
5310,907,630,4
5311,404,1529,1
5312,81,660,4
5313,213,507,4
5314,478,87,4
5315,181,99,3
5316,380,516,4
5317,280,300,3
5318,426,299,4
5319,10,740,5
5320,53,1011,2
5321,335,272,5
5322,428,1073,3
5323,939,288,3
5324,900,21,5
5325,404,1463,1
5326,349,213,3
5327,830,287,1
5328,920,239,1
5329,876,306,3
5330,942,449,1
5331,869,426,4
5332,225,369,3
5333,803,447,3
5334,373,180,3
5335,513,432,5
5336,645,293,2
5337,532,449,5
5338,306,173,4
5339,392,116,4
5340,784,182,5
5341,292,90,2
5342,166,602,4
5343,279,735,2
5344,640,483,5
5345,326,69,4
5346,91,983,2
5347,773,398,2
5348,435,82,5
5349,804,540,3
5350,714,230,3
5351,275,273,3
5352,931,164,4
5353,846,1203,3
5354,290,500,4
5355,177,848,3
5356,91,209,4
5357,846,506,3
5358,15,150,5
5359,12,260,1
5360,620,422,4
5361,9,174,3
5362,379,728,3
5363,604,948,5
5364,555,208,5
5365,752,171,3
5366,795,572,4
5367,499,117,3
5368,199,738,4
5369,398,485,3
5370,696,688,4
5371,746,133,5
5372,41,384,5
5373,935,311,3
5374,104,323,4
5375,892,263,3
5376,900,120,4
5377,172,293,5
5378,296,276,3
5379,787,560,3
5380,298,66,2
5381,388,403,5
5382,560,692,3
5383,534,337,3
5384,902,0,3
5385,518,877,5
5386,153,478,4
5387,477,657,3
5388,614,208,5
5389,478,527,4
5390,256,1136,5
5391,94,89,2
5392,317,126,5
5393,10,579,5
5394,662,329,4
5395,175,180,3
5396,499,551,1
5397,899,30,2
5398,434,298,4
5399,313,1094,3
5400,889,203,4
5401,285,731,5
5402,652,214,2
5403,738,750,3
5404,58,38,4
5405,863,281,3
5406,690,303,3
5407,882,855,5
5408,278,593,1
5409,339,427,1
5410,233,1455,4
5411,185,590,4
5412,30,1021,5
5413,391,173,5
5414,885,2,3
5415,884,6,3
5416,445,358,3
5417,42,685,3
5418,71,1,3
5419,886,470,3
5420,834,484,5
5421,251,289,3
5422,325,134,3
5423,486,558,3
5424,781,937,3
5425,67,236,5
5426,324,184,5
5427,236,356,4
5428,697,254,3
5429,0,151,5
5430,449,868,4
5431,789,95,3
5432,43,8,5
5433,185,256,4
5434,636,99,4
5435,716,297,3
5436,392,238,4
5437,652,134,5
5438,266,1239,5
5439,847,209,5
5440,542,85,4
5441,525,935,5
5442,307,4,4
5443,170,886,4
5444,298,961,4
5445,204,299,3
5446,654,1192,3
5447,526,134,2
5448,279,721,3
5449,837,384,4
5450,540,940,4
5451,879,229,3
5452,58,433,4
5453,846,819,1
5454,487,55,4
5455,221,175,4
5456,748,929,3
5457,6,660,5
5458,636,459,2
5459,698,1642,3
5460,72,656,5
5461,394,49,5
5462,300,754,4
5463,671,280,3
5464,806,228,4
5465,880,1088,1
5466,641,72,4
5467,209,68,4
5468,177,510,5
5469,668,22,4
5470,620,37,3
5471,10,356,5
5472,353,846,3
5473,402,545,3
5474,837,203,4
5475,222,983,3
5476,760,200,2
5477,694,241,5
5478,61,1011,3
5479,200,1400,2
5480,199,567,5
5481,795,764,3
5482,898,657,2
5483,567,482,5
5484,658,166,3
5485,405,1193,4
5486,326,410,3
5487,792,150,5
5488,485,514,5
5489,560,628,3
5490,726,23,3
5491,37,68,5
5492,313,764,3
5493,183,66,3
5494,827,1465,4
5495,494,131,4
5496,338,21,5
5497,124,167,5
5498,325,171,4
5499,880,57,3
5500,193,0,4
5501,478,204,3
5502,12,287,1
5503,591,1009,5
5504,428,590,3
5505,422,268,3
5506,488,1292,5
5507,896,403,4
5508,891,11,5
5509,41,175,3
5510,105,44,3
5511,112,49,5
5512,805,16,4
5513,937,863,4
5514,531,424,4
5515,850,47,4
5516,449,656,4
5517,279,506,3
5518,842,49,3
5519,47,523,3
5520,296,233,3
5521,681,1304,3
5522,48,16,2
5523,486,47,2
5524,75,1005,3
5525,794,38,4
5526,353,472,3
5527,889,526,4
5528,882,1004,5
5529,295,503,5
5530,617,126,5
5531,886,409,4
5532,507,149,5
5533,607,692,3
5534,762,98,4
5535,886,317,5
5536,792,596,3
5537,306,379,3
5538,551,321,3
5539,423,309,3
5540,710,1116,4
5541,647,390,3
5542,398,542,3
5543,669,173,4
5544,457,6,4
5545,900,422,4
5546,221,119,2
5547,663,168,5
5548,631,526,4
5549,539,454,4
5550,642,97,3
5551,863,48,3
5552,895,495,4
5553,302,1010,2
5554,313,1088,1
5555,267,197,4
5556,12,90,2
5557,115,1255,1
5558,269,706,5
5559,681,228,4
5560,215,275,4
5561,623,357,3
5562,307,240,4
5563,531,591,3
5564,686,285,3
5565,660,567,4
5566,861,58,5
5567,666,356,5
5568,297,264,4
5569,300,406,2
5570,12,67,3
5571,834,526,4
5572,834,659,4
5573,845,1049,4
5574,38,293,4
5575,665,654,4
5576,245,154,1
5577,780,473,5
5578,891,499,5
5579,886,500,4
5580,388,662,4
5581,485,245,3
5582,869,187,5
5583,138,507,4
5584,451,513,3
5585,329,285,5
5586,377,516,3
5587,344,450,5
5588,736,173,2
5589,233,605,5
5590,23,7,5
5591,902,474,4
5592,268,8,4
5593,310,386,4
5594,657,168,5
5595,15,91,4
5596,255,50,4
5597,408,683,4
5598,483,596,3
5599,895,1283,2
5600,90,613,4
5601,196,353,2
5602,542,396,3
5603,73,299,3
5604,545,299,3
5605,453,483,3
5606,711,173,5
5607,317,767,2
5608,172,268,4
5609,867,153,3
5610,607,300,1
5611,321,215,3
5612,849,565,5
5613,788,283,3
5614,633,340,2
5615,81,1077,3
5616,662,124,3
5617,845,1,5
5618,775,178,4
5619,531,720,4
5620,806,131,4
5621,320,220,5
5622,405,420,4
5623,879,207,5
5624,123,49,3
5625,550,290,4
5626,858,409,4
5627,397,683,4
5628,199,117,4
5629,301,300,4
5630,851,116,4
5631,797,419,3
5632,659,1482,3
5633,704,256,4
5634,870,334,3
5635,939,507,5
5636,278,289,4
5637,845,469,5
5638,390,647,5
5639,263,446,5
5640,750,247,5
5641,180,471,1
5642,345,1187,1
5643,626,204,5
5644,267,119,2
5645,485,619,2
5646,300,159,2
5647,773,833,1
5648,404,450,5
5649,926,409,1
5650,392,14,3
5651,600,672,1
5652,698,150,3
5653,594,546,4
5654,767,353,3
5655,129,312,5
5656,214,479,5
5657,882,311,3
5658,692,707,3
5659,293,742,2
5660,404,240,1
5661,312,485,3
5662,458,119,2
5663,22,218,1
5664,295,695,4
5665,325,673,3
5666,200,220,3
5667,604,123,3
5668,513,1013,2
5669,391,871,4
5670,893,1402,3
5671,12,228,4
5672,17,188,5
5673,471,10,5
5674,512,221,5
5675,696,125,5
5676,94,1017,3
5677,266,925,2
5678,652,1206,1
5679,883,197,5
5680,845,577,3
5681,880,416,2
5682,176,805,4
5683,618,143,5
5684,56,819,3
5685,901,293,2
5686,307,159,4
5687,129,1276,4
5688,789,180,4
5689,926,117,5
5690,356,455,3
5691,880,767,3
5692,542,442,4
5693,804,1100,5
5694,21,635,3
5695,605,472,4
5696,681,1310,3
5697,534,10,4
5698,750,431,4
5699,51,92,4
5700,523,548,4
5701,596,987,1
5702,436,206,4
5703,171,462,4
5704,158,125,5
5705,654,427,3
5706,243,41,5
5707,258,1073,3
5708,275,930,2
5709,59,491,5
5710,178,332,5
5711,834,142,5
5712,834,734,5
5713,454,238,3
5714,20,260,1
5715,598,1276,4
5716,752,672,1
5717,268,613,3
5718,1,13,4
5719,127,691,4
5720,441,545,3
5721,94,187,3
5722,248,1038,5
5723,384,510,4
5724,937,1015,3
5725,274,187,2
5726,523,115,4
5727,184,49,4
5728,301,270,4
5729,471,632,4
5730,550,312,4
5731,665,181,4
5732,55,185,3
5733,649,88,4
5734,753,358,3
5735,379,85,4
5736,850,121,2
5737,462,92,4
5738,247,193,4
5739,640,495,2
5740,881,408,4
5741,255,369,3
5742,846,0,3
5743,673,684,3
5744,720,221,5
5745,746,237,3
5746,444,301,1
5747,641,559,4
5748,833,180,5
5749,790,299,5
5750,206,575,3
5751,308,689,3
5752,479,55,4
5753,172,689,5
5754,591,318,4
5755,20,322,2
5756,895,225,3
5757,934,933,4
5758,728,878,3
5759,187,75,4
5760,313,1296,4
5761,628,63,5
5762,441,26,2
5763,487,473,2
5764,278,469,3
5765,321,527,5
5766,221,678,2
5767,520,158,3
5768,410,1474,3
5769,846,454,2
5770,6,173,5
5771,891,149,5
5772,164,650,5
5773,794,824,2
5774,300,1011,4
5775,931,1410,4
5776,665,1010,4
5777,703,485,4
5778,617,530,4
5779,180,6,4
5780,664,153,3
5781,902,976,1
5782,457,955,5
5783,17,707,3
5784,114,510,5
5785,723,1590,1
5786,592,1015,4
5787,61,221,5
5788,922,294,5
5789,270,846,4
5790,659,1019,4
5791,503,1443,3
5792,640,1193,3
5793,883,528,5
5794,140,221,4
5795,373,930,3
5796,313,411,3
5797,593,291,3
5798,345,1134,4
5799,312,150,1
5800,929,150,2
5801,882,189,4
5802,223,279,4
5803,223,619,3
5804,37,104,3
5805,756,61,3
5806,400,10,2
5807,200,275,5
5808,267,1177,1
5809,289,824,3
5810,842,434,2
5811,374,38,3
5812,472,245,5
5813,756,216,3
5814,53,146,5
5815,658,163,4
5816,463,298,4
5817,394,239,1
5818,183,125,3
5819,503,448,4
5820,930,251,3
5821,591,341,2
5822,539,824,4
5823,477,167,4
5824,681,81,4
5825,905,285,5
5826,586,301,3
5827,180,250,1
5828,6,635,4
5829,882,516,4
5830,632,76,3
5831,114,683,3
5832,404,567,4
5833,638,512,4
5834,450,1264,4
5835,619,90,2
5836,824,840,4
5837,133,327,4
5838,560,161,3
5839,447,257,4
5840,428,479,4
5841,94,209,5
5842,452,549,3
5843,424,826,1
5844,83,755,3
5845,818,314,5
5846,253,677,3
5847,781,1388,3
5848,391,126,5
5849,496,41,4
5850,714,207,3
5851,289,698,3
5852,502,384,1
5853,317,314,5
5854,93,3,4
5855,824,931,3
5856,446,410,2
5857,488,538,4
5858,315,632,4
5859,626,404,3
5860,213,324,3
5861,829,99,5
5862,266,249,5
5863,637,509,3
5864,885,21,4
5865,637,116,4
5866,101,395,2
5867,307,1044,4
5868,256,461,4
5869,278,268,4
5870,478,96,3
5871,748,364,3
5872,803,503,3
5873,556,1243,2
5874,150,381,4
5875,882,68,2
5876,312,202,5
5877,31,245,4
5878,91,242,1
5879,874,962,4
5880,691,1046,2
5881,214,353,4
5882,532,448,4
5883,173,1312,4
5884,536,264,3
5885,885,97,4
5886,918,239,3
5887,550,769,2
5888,434,162,3
5889,850,192,4
5890,216,684,5
5891,231,581,5
5892,373,229,5
5893,692,215,4
5894,790,288,4
5895,714,745,5
5896,406,217,4
5897,180,105,2
5898,698,339,4
5899,43,14,4
5900,404,109,1
5901,53,254,3
5902,398,294,4
5903,455,281,3
5904,483,414,3
5905,9,237,4
5906,550,635,5
5907,631,185,5
5908,917,63,4
5909,329,97,5
5910,616,287,1
5911,271,422,4
5912,327,517,2
5913,278,1499,5
5914,702,470,4
5915,200,88,3
5916,0,199,3
5917,918,1136,4
5918,882,706,3
5919,532,1176,1
5920,378,3,5
5921,293,1088,2
5922,863,417,3
5923,449,1038,5
5924,789,484,3
5925,17,199,3
5926,556,864,3
5927,855,314,5
5928,334,323,1
5929,654,1261,3
5930,710,213,4
5931,623,136,4
5932,814,94,3
5933,300,239,4
5934,279,30,4
5935,159,461,4
5936,483,404,4
5937,192,268,4
5938,654,1251,3
5939,296,200,4
5940,76,198,5
5941,621,197,4
5942,233,215,3
5943,380,377,4
5944,579,686,3
5945,331,331,4
5946,644,708,3
5947,915,558,3
5948,438,292,3
5949,82,105,4
5950,116,762,5
5951,895,175,5
5952,233,649,3
5953,632,194,4
5954,434,796,3
5955,61,124,4
5956,647,1257,2
5957,55,848,2
5958,137,149,3
5959,556,891,3
5960,233,499,3
5961,556,49,4
5962,672,302,5
5963,757,180,4
5964,915,581,4
5965,583,226,4
5966,327,656,4
5967,449,473,5
5968,245,137,1
5969,762,514,4
5970,233,303,3
5971,392,364,3
5972,935,280,4
5973,118,830,2
5974,397,522,4
5975,447,901,4
5976,450,987,1
5977,746,1496,4
5978,533,590,5
5979,449,800,4
5980,297,87,5
5981,263,701,4
5982,255,475,4
5983,324,526,4
5984,886,86,5
5985,109,779,3
5986,47,495,5
5987,12,815,1
5988,222,70,5
5989,621,495,4
5990,503,150,4
5991,869,731,2
5992,698,1008,4
5993,252,464,5
5994,565,418,2
5995,222,762,3
5996,674,285,4
5997,902,317,5
5998,296,172,4
5999,825,95,5
6000,895,370,2
6001,824,422,5
6002,238,658,3
6003,434,200,4
6004,895,941,4
6005,434,368,1
6006,665,923,2
6007,247,63,5
6008,253,1027,2
6009,914,895,2
6010,103,268,5
6011,772,239,2
6012,669,944,4
6013,933,817,1
6014,428,123,4
6015,57,268,4
6016,915,740,3
6017,300,41,4
6018,550,582,3
6019,378,115,4
6020,829,500,3
6021,342,545,1
6022,449,450,4
6023,668,356,4
6024,566,640,5
6025,122,97,4
6026,0,211,4
6027,641,1032,3
6028,533,272,5
6029,483,745,4
6030,221,8,5
6031,235,522,2
6032,546,331,3
6033,845,132,4
6034,508,689,3
6035,576,199,3
6036,850,587,4
6037,233,711,2
6038,665,404,2
6039,108,226,5
6040,457,1108,4
6041,594,870,2
6042,589,1330,4
6043,55,78,4
6044,893,283,3
6045,882,303,3
6046,266,409,4
6047,270,88,3
6048,855,288,1
6049,751,268,5
6050,391,836,5
6051,715,174,2
6052,93,364,3
6053,434,918,5
6054,885,398,3
6055,932,432,1
6056,787,660,5
6057,25,507,3
6058,830,689,4
6059,305,320,3
6060,663,316,3
6061,922,1011,5
6062,824,275,1
6063,326,427,4
6064,398,113,4
6065,206,293,3
6066,243,672,3
6067,453,131,2
6068,621,796,2
6069,561,431,5
6070,327,30,4
6071,270,476,3
6072,602,180,5
6073,180,1173,1
6074,415,92,4
6075,386,546,4
6076,531,97,5
6077,829,55,2
6078,221,722,3
6079,450,298,1
6080,43,448,5
6081,843,178,3
6082,487,508,2
6083,487,264,4
6084,150,175,2
6085,275,1313,3
6086,298,189,5
6087,320,19,3
6088,485,472,3
6089,880,503,3
6090,493,237,5
6091,622,78,5
6092,61,8,4
6093,233,505,4
6094,843,160,3
6095,61,540,3
6096,871,891,3
6097,589,123,5
6098,733,197,1
6099,768,823,2
6100,149,290,4
6101,124,207,3
6102,221,199,3
6103,630,287,3
6104,566,176,4
6105,391,169,5
6106,62,411,3
6107,449,400,3
6108,307,68,2
6109,915,557,3
6110,654,11,3
6111,434,210,4
6112,298,514,4
6113,681,210,4
6114,304,237,3
6115,747,185,5
6116,621,1405,3
6117,425,196,4
6118,487,167,4
6119,64,8,5
6120,628,356,4
6121,206,87,2
6122,879,393,3
6123,93,88,3
6124,242,731,4
6125,649,422,3
6126,708,37,3
6127,359,24,4
6128,623,180,4
6129,832,459,2
6130,89,655,5
6131,183,765,3
6132,338,656,4
6133,804,101,4
6134,41,87,5
6135,270,643,3
6136,232,632,5
6137,415,268,4
6138,733,287,4
6139,311,142,4
6140,304,171,4
6141,192,99,5
6142,487,238,4
6143,659,346,3
6144,2,345,5
6145,60,750,3
6146,639,37,4
6147,202,249,4
6148,641,251,5
6149,15,227,5
6150,453,192,2
6151,4,258,1
6152,429,1374,4
6153,268,136,4
6154,181,762,3
6155,102,55,5
6156,69,1144,3
6157,535,402,3
6158,302,582,1
6159,534,120,4
6160,82,233,4
6161,845,941,4
6162,5,485,4
6163,642,638,4
6164,342,116,2
6165,302,289,4
6166,494,143,4
6167,25,870,2
6168,180,1385,1
6169,642,176,4
6170,449,314,4
6171,518,1591,5
6172,270,184,3
6173,293,121,3
6174,505,341,3
6175,848,420,5
6176,560,793,2
6177,576,39,4
6178,862,329,2
6179,12,134,5
6180,560,94,2
6181,788,0,3
6182,649,28,2
6183,206,695,3
6184,248,173,4
6185,353,428,3
6186,416,595,3
6187,0,83,4
6188,654,740,3
6189,327,1020,3
6190,5,194,4
6191,326,310,3
6192,275,30,4
6193,290,163,4
6194,325,130,2
6195,57,155,5
6196,394,117,3
6197,495,658,3
6198,278,1243,3
6199,91,801,2
6200,89,32,4
6201,12,117,4
6202,262,520,3
6203,138,1232,5
6204,494,471,5
6205,665,477,4
6206,551,976,3
6207,881,290,4
6208,9,154,4
6209,845,269,3
6210,487,661,4
6211,330,174,4
6212,665,855,5
6213,746,203,5
6214,275,10,5
6215,233,866,4
